time,ps,pl,ard1,ard2,ard3,ard4,ard5
11085234,30.30,29.64,27.75,26.75,25.75,23.5,19.5
11085244,32.20,30.06,27.75,26.5,25.75,23.5,19.5
11085254,30.90,29.51,27.75,26.75,25.75,23.5,19.5
11085305,31.66,29.89,27.75,26.5,25.75,23.5,19.5
11085315,30.84,29.90,27.75,26.75,26.0,23.5,19.5
11085325,32.15,29.93,28.0,26.75,26.0,23.5,19.5
11085335,30.65,29.90,27.75,26.5,26.0,23.5,19.5
11085345,31.89,29.48,28.0,26.75,25.75,23.5,19.5
11085355,31.83,30.11,27.75,26.75,25.75,23.5,19.5
11085405,31.14,29.58,27.75,26.5,26.0,23.5,19.5
11085415,31.02,29.82,28.0,26.75,26.0,23.5,19.5
11085425,30.61,29.74,27.75,26.75,25.75,23.5,19.5
11085435,31.89,29.93,28.0,26.5,26.0,23.5,19.5
11085445,31.42,29.67,27.75,26.5,25.75,23.5,19.5
11085455,30.70,29.90,28.0,26.75,26.0,23.5,19.5
11085505,31.20,30.04,27.75,26.5,25.75,23.5,19.5
11085515,31.92,29.85,27.75,26.75,25.75,23.5,19.5
11085525,31.45,29.55,27.75,26.5,25.75,23.5,19.5
11085535,31.28,29.80,27.75,26.75,25.75,23.5,19.5
11085545,30.76,30.20,27.75,26.5,25.75,23.25,19.5
11085555,30.73,29.80,27.75,26.75,25.75,23.5,19.5
11085605,32.72,30.00,27.75,26.5,25.75,23.5,19.5
11085615,31.25,30.11,28.0,26.5,26.0,23.5,19.5
11085625,32.14,30.07,28.0,26.75,25.75,23.5,19.5
11085635,30.98,30.03,27.75,26.75,26.0,23.5,19.5
11085645,30.30,29.58,27.75,26.75,25.75,23.5,19.5
11085655,32.46,29.90,27.75,26.75,25.75,23.5,19.5
11085705,30.81,29.98,27.75,26.5,25.75,23.5,19.5
11085715,31.05,29.70,27.75,26.75,25.75,23.5,19.5
11085725,30.75,29.71,27.75,26.5,26.0,23.5,19.5
11085735,32.38,30.32,27.75,26.5,25.75,23.25,19.5
11085745,31.57,29.85,27.75,26.5,25.75,23.5,19.5
11085755,30.98,29.84,27.75,26.5,25.75,23.5,19.5
11085805,30.98,29.93,27.75,26.5,25.75,23.25,19.5
11085815,30.65,29.90,27.75,26.5,25.75,23.5,19.5
11085825,30.88,29.79,27.75,26.75,25.75,23.5,19.5
11085835,31.80,29.86,27.75,26.5,25.75,23.5,19.5
11085845,31.77,29.78,28.0,26.5,25.75,23.5,19.5
11085855,30.76,29.86,27.75,26.75,25.75,23.5,19.5
11085905,30.91,29.67,27.75,26.5,25.75,23.25,19.5
11085915,30.72,29.89,27.75,26.5,25.75,23.5,19.5
11085925,30.98,30.04,27.75,26.5,25.75,23.5,19.5
11085935,30.87,29.78,27.75,26.5,25.75,23.5,19.5
11085945,30.01,29.80,27.75,26.5,25.75,23.5,19.5
11085955,31.42,29.76,27.75,26.5,25.75,23.25,19.5
11090005,31.48,30.02,27.75,26.75,25.75,23.5,19.5
11090015,30.73,29.74,27.75,26.5,25.75,23.5,19.5
11090025,30.94,29.75,27.75,26.5,25.75,23.5,19.5
11090035,31.85,30.06,27.75,26.5,25.75,23.5,19.5
11090045,31.40,30.23,27.75,26.5,25.75,23.5,19.5
11090055,30.70,30.25,27.75,26.5,25.75,23.5,19.5
11090105,31.28,29.75,27.75,26.5,25.75,23.5,19.5
11090115,29.58,30.00,27.75,26.5,25.75,23.5,19.5
11090125,32.17,30.01,27.75,26.5,25.75,23.5,19.5
11090135,30.32,29.94,27.75,26.75,25.75,23.5,19.5
11090145,31.80,29.82,27.75,26.5,25.75,23.5,19.5
11090156,31.33,29.69,27.75,26.75,25.75,23.5,19.5
11090206,30.35,29.62,27.75,26.5,25.75,23.5,19.5
11090216,31.89,29.93,27.75,26.75,25.75,23.25,19.5
11090226,31.89,29.48,27.75,26.5,25.75,23.5,19.5
11090236,31.39,29.61,27.75,26.5,25.75,23.25,19.5
11090246,31.77,29.55,27.75,26.5,25.75,23.25,19.5
11090256,30.52,29.91,27.75,26.75,25.75,23.5,19.5
11090306,30.35,29.91,27.75,26.75,25.75,23.5,19.5
11090316,31.98,29.79,27.75,26.5,25.75,23.25,19.5
11090326,31.04,29.69,27.75,26.75,25.75,23.5,19.5
11090336,31.02,29.71,27.75,26.5,25.75,23.5,19.5
11090346,30.96,29.98,27.75,26.5,25.75,23.5,19.5
11090356,31.04,30.01,27.75,26.5,26.0,23.25,19.5
11090406,31.39,29.96,27.75,26.5,25.75,23.25,19.5
11090416,30.99,29.66,27.75,26.5,25.75,23.5,19.5
11090426,30.90,29.89,27.75,26.5,25.75,23.5,19.5
11090436,31.63,29.99,27.75,26.5,25.75,23.5,19.5
11090446,30.68,30.29,27.75,26.5,25.75,23.5,19.5
11090456,30.45,29.88,27.75,26.5,25.75,23.5,19.5
11090506,31.22,29.85,27.75,26.5,25.75,23.25,19.5
11090516,31.63,29.49,27.75,26.5,25.75,23.5,19.5
11090526,30.00,29.65,27.75,26.5,25.75,23.25,19.5
11090536,30.18,30.10,27.75,26.5,25.75,23.5,19.5
11090546,30.64,29.95,27.75,26.75,25.75,23.25,19.5
11090556,31.42,29.90,27.75,26.5,25.75,23.5,19.5
11090606,32.28,29.75,27.75,26.5,25.75,23.5,19.5
11090616,31.13,29.99,27.75,26.5,25.75,23.25,19.5
11090626,30.23,29.48,27.75,26.5,25.75,23.5,19.5
11090636,32.20,29.93,27.75,26.5,25.75,23.5,19.5
11090646,31.57,29.94,27.75,26.75,25.75,23.5,19.5
11090656,33.01,29.73,27.75,26.5,25.75,23.5,19.5
11090706,30.65,29.90,27.75,26.5,25.75,23.5,19.5
11090716,30.81,29.80,27.75,26.5,25.75,23.25,19.5
11090726,31.95,29.71,27.75,26.5,25.75,23.25,19.5
11090736,30.90,29.74,27.75,26.5,25.75,23.5,19.5
11090746,31.68,30.04,27.75,26.5,26.0,23.25,19.5
11090756,30.44,29.68,27.75,26.5,25.75,23.25,19.5
11090806,31.39,29.96,27.75,26.5,25.75,23.5,19.5
11090816,32.18,29.91,27.75,26.75,25.75,23.5,19.5
11090826,32.38,30.00,27.75,26.5,25.75,23.5,19.5
11090836,32.05,29.88,27.75,26.5,25.75,23.25,19.5
11090846,30.90,29.81,27.75,26.5,25.75,23.25,19.5
11090856,31.48,29.56,27.75,26.5,25.75,23.25,19.5
11090906,30.59,29.76,27.75,26.5,25.75,23.25,19.5
11090916,31.39,29.67,27.75,26.75,25.75,23.5,19.5
11090926,31.66,29.66,27.75,26.5,25.75,23.5,19.5
11090936,31.11,30.06,27.75,26.75,25.75,23.5,19.5
11090946,29.51,29.90,27.75,26.5,25.75,23.5,19.5
11090956,32.17,29.88,27.75,26.5,25.75,23.25,19.5
11091006,31.95,29.97,27.75,26.5,25.75,23.5,19.5
11091016,31.76,29.61,27.75,26.5,25.75,23.5,19.5
11091026,30.52,29.70,27.75,26.5,25.75,23.25,19.5
11091037,31.13,29.93,27.75,26.5,25.75,23.25,19.5
11091047,30.50,29.76,27.75,26.5,25.75,23.5,19.5
11091057,30.70,29.89,27.75,26.75,25.75,23.25,19.5
11091107,31.24,29.59,27.75,26.5,25.75,23.5,19.5
11091117,30.52,29.75,27.75,26.5,25.75,23.25,19.5
11091127,31.88,29.81,27.75,26.5,25.75,23.5,19.5
11091137,29.75,29.70,27.75,26.5,25.75,23.25,19.5
11091147,30.78,29.74,27.75,26.5,25.75,23.5,19.5
11091157,31.30,29.64,27.75,26.5,25.75,23.25,19.5
11091207,30.79,29.45,27.75,26.5,25.75,23.5,19.5
11091217,31.80,29.45,27.75,26.5,25.75,23.5,19.5
11091227,32.08,29.91,27.75,26.5,25.75,23.5,19.5
11091237,31.79,29.77,27.75,26.5,25.75,23.5,19.5
11091247,30.79,29.98,27.75,26.5,25.75,23.25,19.5
11091257,31.46,29.69,27.75,26.5,25.75,23.5,19.5
11091307,29.77,29.93,27.75,26.5,25.75,23.25,19.5
11091317,31.85,30.26,27.75,26.5,25.75,23.5,19.5
11091327,30.81,29.74,27.75,26.5,25.75,23.25,19.5
11091337,32.11,29.80,27.75,26.5,25.75,23.25,19.5
11091347,31.45,29.87,27.75,26.5,25.75,23.5,19.5
11091357,31.01,30.01,27.75,26.5,25.75,23.25,19.5
11091407,30.67,29.80,27.75,26.5,25.75,23.5,19.5
11091417,31.24,29.69,27.75,26.5,25.75,23.5,19.5
11091427,31.28,29.58,27.75,26.5,25.75,23.5,19.5
11091437,32.26,29.71,27.75,26.5,25.75,23.5,19.5
11091447,31.91,29.97,27.75,26.5,25.75,23.5,19.5
11091457,32.28,29.89,27.75,26.5,25.75,23.25,19.5
11091507,31.50,29.53,27.75,26.5,25.75,23.5,19.5
11091517,30.52,30.02,27.75,26.5,25.75,23.25,19.5
11091527,32.23,29.83,27.75,26.5,25.75,23.25,19.5
11091537,30.27,30.26,27.75,26.5,25.75,23.25,19.5
11091547,30.59,29.57,27.75,26.5,25.75,23.25,19.5
11091557,30.91,29.80,27.75,26.5,25.75,23.5,19.5
11091607,31.97,30.07,27.75,26.5,25.75,23.25,19.5
11091617,30.33,29.38,27.75,26.5,25.75,23.25,19.5
11091627,30.78,29.63,27.75,26.5,25.75,23.25,19.5
11091637,31.40,29.73,27.75,26.5,25.75,23.5,19.5
11091647,29.00,30.03,27.75,26.5,25.75,23.25,19.5
11091657,31.51,29.97,27.75,26.75,25.75,23.25,19.5
11091707,31.22,29.74,27.75,26.5,25.75,23.5,19.5
11091717,30.26,29.77,27.75,26.5,25.75,23.5,19.5
11091727,29.64,29.67,27.75,26.5,25.75,23.5,19.5
11091737,30.78,30.07,27.75,26.5,25.75,23.25,19.5
11091747,30.87,29.87,27.75,26.5,25.75,23.25,19.5
11091757,31.25,29.91,27.75,26.5,25.75,23.25,19.5
11091807,30.15,29.74,27.75,26.5,25.75,23.25,19.5
11091817,30.16,29.64,27.75,26.5,25.75,23.25,19.5
11091827,30.55,29.91,27.75,26.5,25.75,23.25,19.5
11091837,31.45,29.90,27.75,26.5,25.75,23.5,19.5
11091847,30.82,29.94,27.75,26.5,25.75,23.25,19.5
11091857,31.11,29.50,27.75,26.5,25.75,23.25,19.5
11091907,30.24,29.79,27.75,26.5,25.75,23.25,19.5
11091917,31.95,29.79,27.75,26.5,25.75,23.25,19.5
11091928,30.35,29.81,27.75,26.5,25.75,23.25,19.5
11091938,32.02,29.90,27.75,26.5,25.75,23.25,19.5
11091948,30.64,29.84,27.75,26.5,25.75,23.25,19.5
11091958,30.53,30.09,27.75,26.5,25.75,23.25,19.5
11092008,29.72,30.06,27.75,26.5,25.75,23.25,19.5
11092018,31.91,29.84,27.75,26.5,25.75,23.25,19.5
11092028,29.95,30.23,27.75,26.5,25.75,23.5,19.5
11092038,30.04,29.45,27.75,26.5,25.75,23.25,19.5
11092048,30.10,29.87,27.75,26.5,25.75,23.25,19.5
11092058,31.39,29.58,27.75,26.5,25.75,23.25,19.5
11092108,31.05,29.68,27.75,26.5,25.75,23.25,19.5
11092118,32.40,29.74,27.75,26.5,25.75,23.25,19.5
11092128,31.24,29.54,27.75,26.5,25.75,23.25,19.5
11092138,32.12,30.13,27.75,26.5,25.75,23.25,19.5
11092148,31.27,29.79,27.75,26.75,25.75,23.5,19.5
11092158,30.30,29.65,27.75,26.5,25.75,23.25,19.5
11092208,31.02,30.13,27.75,26.5,25.75,23.5,19.5
11092218,31.31,29.58,27.75,26.5,25.75,23.25,19.5
11092228,30.91,29.85,27.75,26.5,25.75,23.25,19.5
11092238,30.84,29.87,27.75,26.5,25.75,23.25,19.5
11092248,31.63,29.97,27.75,26.5,25.75,23.25,19.5
11092258,32.54,29.96,27.75,26.5,25.75,23.25,19.5
11092308,31.37,29.80,27.75,26.5,25.75,23.25,19.5
11092318,31.24,29.80,27.75,26.5,25.75,23.25,19.5
11092328,30.24,29.63,27.75,26.5,25.75,23.25,19.5
11092338,30.56,30.09,27.75,26.5,25.75,23.25,19.5
11092348,31.07,29.69,27.75,26.5,25.75,23.25,19.5
11092358,31.25,29.74,27.75,26.5,25.75,23.25,19.5
11092408,31.08,30.03,27.75,26.5,25.75,23.25,19.5
11092418,30.45,29.98,27.75,26.5,25.75,23.25,19.5
11092428,31.51,29.77,27.75,26.5,25.75,23.25,19.5
11092438,30.67,29.59,27.75,26.5,25.75,23.25,19.5
11092448,31.68,29.82,27.75,26.5,25.75,23.25,19.5
11092458,31.45,30.00,27.75,26.5,25.75,23.25,19.5
11092508,31.76,29.88,27.75,26.5,25.75,23.25,19.5
11092518,31.39,29.80,27.75,26.5,25.75,23.5,19.5
11092528,31.59,30.16,27.75,26.5,25.75,23.25,19.5
11092538,31.31,29.58,27.75,26.5,25.75,23.25,19.5
11092548,32.63,29.87,27.75,26.5,25.75,23.25,19.5
11092558,31.08,30.25,27.75,26.5,25.75,23.25,19.5
11092608,31.51,29.77,27.75,26.5,25.75,23.25,19.5
11092618,30.94,29.77,27.75,26.5,25.75,23.25,19.5
11092628,31.51,29.62,27.75,26.5,25.75,23.25,19.5
11092638,30.27,29.81,27.75,26.5,25.75,23.25,19.5
11092648,31.66,29.85,27.75,26.5,25.75,23.25,19.5
11092658,30.35,29.75,27.75,26.5,25.75,23.25,19.5
11092708,30.65,29.78,27.75,26.5,25.75,23.25,19.5
11092718,32.20,29.84,27.75,26.5,25.75,23.25,19.5
11092728,31.08,29.73,27.75,26.5,25.75,23.25,19.5
11092738,32.38,29.85,27.75,26.5,25.75,23.25,19.5
11092748,31.86,29.65,27.75,26.5,25.75,23.25,19.5
11092758,30.59,30.10,27.75,26.5,25.75,23.25,19.5
11092808,30.65,29.72,27.75,26.5,25.75,23.25,19.5
11092819,30.09,29.66,27.75,26.5,25.75,23.25,19.5
11092829,30.42,29.98,27.75,26.5,25.75,23.25,19.5
11092839,30.99,29.74,27.75,26.5,25.75,23.25,19.5
11092849,32.23,29.81,27.75,26.5,25.75,23.25,19.5
11092859,31.10,29.80,27.75,26.5,25.75,23.25,19.5
11092909,30.90,29.48,27.75,26.5,25.75,23.25,19.5
11092919,30.61,29.89,27.75,26.5,25.75,23.25,19.5
11092929,30.85,29.98,27.75,26.5,25.75,23.25,19.5
11092939,30.93,29.53,27.75,26.25,25.75,23.25,19.5
11092949,32.89,29.64,27.75,26.5,25.75,23.25,19.5
11092959,31.25,29.80,27.75,26.5,25.75,23.25,19.5
11093009,30.15,29.90,27.75,26.5,25.75,23.25,19.5
11093019,30.65,29.52,27.75,26.5,25.75,23.25,19.5
11093029,31.16,30.02,27.75,26.5,25.75,23.25,19.5
11093039,30.32,29.66,27.75,26.5,25.75,23.25,19.5
11093049,30.30,29.91,27.75,26.5,25.75,23.25,19.5
11093059,30.09,30.21,27.75,26.5,25.75,23.25,19.5
11093109,31.91,29.96,27.75,26.5,25.75,23.25,19.5
11093119,30.82,29.76,27.75,26.5,25.75,23.25,19.5
11093129,30.65,29.97,27.75,26.5,25.75,23.25,19.5
11093139,30.94,29.69,27.75,26.5,25.75,23.25,19.5
11093149,30.39,29.86,27.75,26.5,25.75,23.25,19.5
11093159,30.47,29.85,27.75,26.5,25.75,23.25,19.5
11093209,29.90,29.85,27.75,26.5,25.75,23.25,19.5
11093219,30.61,29.62,27.75,26.5,25.75,23.25,19.5
11093229,32.08,29.77,27.75,26.5,25.75,23.25,19.5
11093239,31.33,29.59,27.75,26.5,25.75,23.25,19.5
11093249,30.41,29.66,27.75,26.5,25.75,23.25,19.5
11093259,30.84,29.86,27.75,26.5,25.75,23.25,19.5
11093309,29.98,29.54,27.75,26.5,25.75,23.25,19.5
11093319,30.70,29.91,27.75,26.5,25.75,23.25,19.5
11093329,30.32,29.73,27.75,26.5,25.75,23.25,19.5
11093339,30.41,29.80,27.75,26.5,25.75,23.25,19.5
11093349,30.19,29.87,27.75,26.5,25.75,23.25,19.5
11093359,29.78,29.58,27.75,26.5,25.75,23.25,19.5
11093409,31.40,29.81,27.75,26.5,25.75,23.25,19.5
11093419,30.81,29.80,27.75,26.5,25.75,23.25,19.5
11093429,31.19,29.67,27.75,26.5,25.75,23.25,19.5
11093439,32.31,29.76,27.75,26.5,25.75,23.25,19.5
11093449,31.63,29.45,27.75,26.5,25.75,23.25,19.5
11093459,31.45,29.91,27.75,26.5,25.75,23.25,19.5
11093509,30.87,29.90,27.75,26.5,25.75,23.25,19.5
11093519,32.11,29.51,27.75,26.5,25.75,23.25,19.5
11093529,30.15,29.61,27.75,26.5,25.75,23.25,19.5
11093539,31.08,29.71,27.75,26.5,25.75,23.25,19.5
11093549,31.66,29.74,27.75,26.5,25.75,23.25,19.5
11093559,32.15,30.11,27.75,26.5,25.75,23.25,19.5
11093609,29.54,29.70,27.75,26.5,25.75,23.25,19.5
11093619,30.12,29.87,27.75,26.5,25.75,23.25,19.5
11093629,31.27,29.57,27.75,26.5,25.75,23.25,19.5
11093639,32.05,29.82,27.75,26.5,25.75,23.25,19.5
11093649,31.07,29.82,27.75,26.5,25.75,23.25,19.5
11093700,31.22,30.07,27.75,26.5,25.75,23.25,19.5
11093710,32.73,29.77,27.75,26.5,25.75,23.25,19.5
11093720,32.26,29.64,27.75,26.5,25.75,23.25,19.5
11093730,30.47,29.38,27.75,26.5,25.75,23.25,19.5
11093740,31.53,29.87,27.75,26.5,25.75,23.25,19.5
11093750,30.29,29.90,27.75,26.5,25.75,23.25,19.5
11093800,30.03,29.73,27.75,26.5,25.75,23.25,19.5
11093810,31.76,29.90,27.75,26.5,25.75,23.25,19.5
11093820,29.78,29.93,27.75,26.5,25.75,23.25,19.5
11093830,30.67,29.86,27.75,26.5,25.75,23.25,19.5
11093840,30.53,29.82,27.75,26.5,25.75,23.25,19.5
11093850,30.67,29.58,27.75,26.5,25.75,23.25,19.5
11093900,30.47,29.67,27.75,26.5,25.75,23.25,19.5
11093910,31.63,29.65,27.75,26.5,25.75,23.25,19.5
11093920,31.31,29.63,27.75,26.5,25.75,23.25,19.5
11093930,30.56,29.84,27.75,26.5,25.75,23.25,19.5
11093940,30.90,29.82,27.75,26.5,25.75,23.25,19.5
11093950,30.88,29.61,27.75,26.5,25.75,23.25,19.5
11094000,31.76,29.91,27.75,26.5,25.75,23.25,19.5
11094010,30.16,29.64,27.75,26.5,25.75,23.25,19.5
11094020,30.79,29.84,27.75,26.5,25.75,23.25,19.5
11094030,31.54,29.82,27.75,26.5,25.75,23.25,19.5
11094040,30.13,29.56,27.75,26.5,25.75,23.25,19.5
11094050,29.37,29.69,27.75,26.5,25.75,23.25,19.5
11094100,30.87,30.13,27.75,26.5,25.75,23.25,19.5
11094110,30.82,29.97,27.75,26.5,25.75,23.25,19.5
11094120,29.64,29.41,27.75,26.5,25.75,23.25,19.5
11094130,31.69,29.92,27.75,26.5,25.75,23.25,19.5
11094140,31.36,29.87,27.75,26.5,25.75,23.25,19.5
11094150,29.90,29.53,27.75,26.5,25.75,23.25,19.5
11094200,30.75,29.81,27.75,26.5,25.75,23.25,19.5
11094210,32.73,30.19,27.75,26.5,25.75,23.25,19.5
11094220,31.28,29.72,27.75,26.5,25.75,23.25,19.5
11094230,31.08,29.61,27.75,26.5,25.75,23.25,19.5
11094240,30.24,29.89,27.75,26.5,25.75,23.25,19.5
11094250,30.07,30.03,27.75,26.5,25.75,23.25,19.5
11094300,31.07,29.67,27.75,26.5,25.75,23.25,19.5
11094310,31.63,29.62,27.75,26.5,25.75,23.25,19.5
11094320,31.65,29.87,27.75,26.5,25.75,23.25,19.5
11094330,30.90,29.74,27.75,26.5,25.75,23.25,19.5
11094340,30.03,29.64,27.75,26.5,25.75,23.25,19.5
11094350,30.36,29.65,27.75,26.5,25.75,23.25,19.5
11094400,30.91,29.96,27.75,26.5,25.75,23.25,19.5
11094410,31.08,29.67,27.75,26.5,25.75,23.25,19.5
11094420,30.15,29.57,27.75,26.5,25.75,23.25,19.5
11094430,29.87,29.46,27.75,26.5,25.75,23.25,19.5
11094440,30.42,29.67,27.75,26.5,25.75,23.25,19.5
11094450,31.17,29.78,27.75,26.5,25.75,23.25,19.5
11094500,30.10,29.93,27.75,26.5,25.75,23.25,19.5
11094510,32.17,29.54,27.75,26.5,25.75,23.25,19.5
11094520,30.47,29.74,27.75,26.5,25.75,23.25,19.5
11094530,30.47,29.61,27.75,26.5,25.75,23.25,19.5
11094540,30.67,30.03,27.75,26.5,25.75,23.25,19.5
11094551,30.85,30.06,27.75,26.5,25.75,23.25,19.5
11094601,31.37,29.42,27.75,26.5,25.75,23.25,19.5
11094611,31.08,29.54,27.75,26.5,25.75,23.25,19.5
11094621,30.90,29.84,27.75,26.5,25.75,23.25,19.5
11094631,30.70,29.69,27.75,26.5,25.75,23.25,19.5
11094641,29.95,29.75,27.75,26.5,25.75,23.25,19.5
11094651,30.21,29.67,27.75,26.5,25.75,23.25,19.5
11094701,30.59,29.82,27.75,26.5,25.75,23.25,19.5
11094711,31.56,29.86,27.75,26.5,25.75,23.25,19.5
11094721,31.76,29.64,27.75,26.5,25.75,23.25,19.5
11094731,31.27,29.90,27.75,26.5,25.75,23.25,19.5
11094741,30.55,29.88,27.75,26.5,25.75,23.25,19.5
11094751,30.64,29.84,27.75,26.5,25.75,23.25,19.5
11094801,30.65,29.44,27.75,26.5,25.75,23.25,19.5
11094811,30.56,30.03,27.75,26.5,25.75,23.25,19.5
11094821,30.09,29.86,27.75,26.25,25.75,23.25,19.5
11094831,31.80,29.79,27.75,26.5,25.75,23.25,19.5
11094841,31.14,29.48,27.75,26.5,25.75,23.25,19.5
11094851,31.07,29.86,27.75,26.5,25.75,23.25,19.5
11094901,31.45,29.51,27.75,26.5,25.75,23.25,19.5
11094911,31.11,29.97,27.75,26.5,25.75,23.25,19.5
11094921,30.91,29.90,27.75,26.5,25.75,23.25,19.5
11094931,31.28,29.57,27.75,26.5,25.75,23.25,19.5
11094941,30.87,29.76,27.75,26.5,25.75,23.25,19.5
11094951,31.83,29.77,27.75,26.5,25.75,23.25,19.5
11095001,30.45,29.80,27.75,26.5,25.75,23.25,19.5
11095011,30.64,29.82,27.75,26.5,25.75,23.25,19.5
11095021,31.28,29.54,27.75,26.5,25.75,23.25,19.5
11095031,30.07,29.80,27.75,26.5,25.75,23.25,19.5
11095041,30.06,29.73,27.75,26.5,25.75,23.25,19.5
11095051,30.85,29.78,27.75,26.5,25.75,23.25,19.5
11095101,31.24,29.76,27.75,26.5,25.75,23.25,19.5
11095111,30.64,29.65,27.75,26.5,25.75,23.25,19.5
11095121,30.73,29.77,27.75,26.5,25.75,23.25,19.5
11095131,30.44,29.49,27.75,26.25,25.75,23.25,19.5
11095141,30.98,29.93,27.75,26.5,25.75,23.25,19.5
11095151,29.48,29.87,27.75,26.5,25.75,23.25,19.5
11095201,30.26,29.93,27.75,26.5,25.75,23.25,19.5
11095211,31.33,29.93,27.75,26.5,25.75,23.25,19.5
11095221,30.88,29.89,27.75,26.5,25.75,23.25,19.5
11095231,29.90,29.90,27.75,26.5,25.75,23.25,19.5
11095241,29.69,29.73,27.75,26.5,25.75,23.25,19.5
11095251,31.80,29.12,27.75,26.5,25.75,23.25,19.5
11095301,32.49,29.54,27.75,26.5,25.75,23.25,19.5
11095311,31.20,29.74,27.75,26.5,25.75,23.25,19.5
11095321,30.41,29.51,27.75,26.5,25.75,23.25,19.5
11095331,31.20,29.45,27.75,26.5,25.75,23.25,19.5
11095341,30.87,29.77,27.75,26.5,25.75,23.25,19.5
11095351,31.42,29.63,27.75,26.5,25.75,23.25,19.5
11095401,30.68,29.89,27.75,26.5,25.75,23.25,19.5
11095411,30.13,29.80,27.75,26.5,25.75,23.25,19.5
11095421,31.85,29.97,27.75,26.5,25.75,23.25,19.5
11095431,30.42,29.74,27.75,26.5,25.75,23.25,19.5
11095441,29.83,29.73,27.75,26.5,25.75,23.25,19.5
11095452,31.24,29.73,27.75,26.5,25.5,23.25,19.5
11095502,31.19,29.74,27.75,26.5,25.75,23.25,19.5
11095512,31.19,29.64,27.75,26.5,25.5,23.25,19.5
11095522,30.73,29.54,27.75,26.5,25.75,23.25,19.5
11095532,30.59,29.66,27.75,26.5,25.75,23.25,19.5
11095542,30.85,30.09,27.75,26.5,25.75,23.25,19.5
11095552,31.72,29.52,27.75,26.5,25.75,23.25,19.5
11095602,30.61,29.97,27.75,26.5,25.75,23.25,19.5
11095612,31.72,29.98,27.75,26.5,25.75,23.25,19.5
11095622,30.72,29.93,27.75,26.5,25.75,23.25,19.5
11095632,30.78,29.88,27.75,26.5,25.75,23.25,19.5
11095642,29.58,29.77,27.75,26.5,25.75,23.25,19.5
11095652,31.16,29.31,27.75,26.5,25.75,23.25,19.5
11095702,30.94,29.54,27.75,26.5,25.75,23.25,19.5
11095712,30.52,29.40,27.75,26.5,25.75,23.25,19.5
11095722,30.09,30.10,27.75,26.5,25.75,23.25,19.5
11095732,31.16,29.95,27.75,26.5,25.75,23.25,19.5
11095742,29.97,29.81,27.75,26.5,25.75,23.0,19.5
11095752,31.94,29.55,27.75,26.5,25.75,23.25,19.5
11095802,28.83,29.78,27.75,26.5,25.75,23.25,19.5
11095812,30.59,29.65,27.75,26.5,25.75,23.25,19.5
11095822,30.84,30.12,27.75,26.5,25.75,23.25,19.5
11095832,30.00,29.42,27.75,26.5,25.75,23.25,19.5
11095842,31.69,29.67,27.75,26.5,25.75,23.25,19.5
11095852,30.78,29.87,27.75,26.5,25.75,23.25,19.5
11095902,30.87,29.70,27.75,26.5,25.75,23.25,19.5
11095912,31.24,29.83,27.75,26.5,25.75,23.25,19.5
11095922,31.27,29.87,27.75,26.5,25.75,23.25,19.5
11095932,31.13,29.73,27.75,26.5,25.75,23.25,19.5
11095942,30.94,29.55,27.75,26.5,25.75,23.25,19.5
11095952,31.22,29.90,27.75,26.5,25.75,23.0,19.5
11100002,31.66,29.71,27.75,26.5,25.75,23.25,19.5
11100012,31.63,29.87,27.75,26.5,25.75,23.25,19.5
11100022,30.55,29.61,27.75,26.5,25.75,23.25,19.5
11100032,31.86,29.83,27.75,26.5,25.75,23.25,19.5
11100042,31.11,30.17,27.75,26.5,25.75,23.0,19.5
11100052,31.01,29.83,27.75,26.5,25.75,23.25,19.5
11100102,30.23,30.03,27.75,26.5,25.75,23.25,19.5
11100112,32.21,30.00,27.75,26.5,25.75,23.25,19.5
11100122,31.42,30.20,27.75,26.5,25.75,23.25,19.5
11100132,31.88,29.56,27.75,26.5,25.75,23.25,19.5
11100142,30.94,29.61,27.75,26.5,25.75,23.25,19.5
11100152,31.95,29.96,27.75,26.5,25.75,23.25,19.5
11100202,31.30,29.41,27.75,26.5,25.75,23.25,19.5
11100212,32.02,30.01,27.75,26.5,25.75,23.25,19.5
11100222,30.72,29.54,27.75,26.5,25.75,23.25,19.5
11100232,30.67,29.44,27.75,26.5,25.75,23.25,19.5
11100242,30.81,29.72,27.75,26.5,25.75,23.25,19.5
11100252,30.68,29.61,27.75,26.5,25.75,23.25,19.5
11100302,31.82,30.04,27.75,26.5,25.75,23.25,19.5
11100312,31.24,29.67,27.75,26.5,25.75,23.25,19.75
11100322,30.65,29.93,27.75,26.5,25.75,23.25,19.5
11100332,30.87,29.67,27.75,26.5,25.75,23.25,19.5
11100343,31.30,29.43,27.75,26.5,25.75,23.25,19.5
11100353,30.61,29.77,27.75,26.5,25.75,23.25,19.5
11100403,31.56,29.80,27.75,26.5,25.75,23.0,19.5
11100413,31.53,29.74,27.75,26.5,25.75,23.0,19.5
11100423,30.72,29.92,27.75,26.5,25.75,23.25,19.5
11100433,30.50,29.86,27.75,26.5,25.75,23.25,19.5
11100443,30.39,29.80,27.75,26.5,25.75,23.25,19.5
11100453,31.77,29.69,27.75,26.5,25.75,23.25,19.5
11100503,31.37,30.05,27.75,26.5,25.75,23.25,19.5
11100513,30.81,29.83,27.75,26.5,25.75,23.25,19.5
